case_name,case_title,platform_id,payload_id,battery_id,solar_array_id,feasibility_status,mission_feasibility_status,failed_checks,missing_parameters,total_dry_mass_kg,initial_wet_mass_kg,final_spacecraft_mass_kg,propellant_consumed_kg,remaining_propellant_kg,total_thruster_operating_time_s,total_thruster_cycles,simulated_thruster_duty_cycle_pct,minimum_altitude_km,maximum_altitude_km,mean_altitude_km,minimum_battery_soc,termination_reason
CASE_01,16U CubeSat with HyperScape100,PLT-007,PAY-003,BAT-017,SOL-015,Feasible: No,Failed - Simulation Exception,Battery SoC dropped below min limit (70.0%) during cycle execution,platform.peak_payload_power_w; platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.pointing_accuracy_deg; payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.voltage_v; battery.max_discharge_power_w; battery.max_continuous_power_w; battery.max_charge_power_w,18.245,23.245,23.242132048151003,0.0028679518490004234,4.997132048150999,3600.0,1,20.434782608695652,129.88558964676753,270.35367635110936,233.13198286617134,0.0,Simulation Exception
CASE_02,SSTL-MICRO with MultiScape200 (external 400 Wh EPS),PLT-017,PAY-005,BAT-020,SOL-017,Feasible: No,Failed - Simulation Exception,Battery SoC dropped below min limit (73.0%) during cycle execution,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.pointing_accuracy_deg; payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,56.42,66.42,56.41945190254112,10.0,0.0,12553200.0,3487,36.879188864065995,111.36827992730727,274.7560983134128,230.34309012823627,0.0,Simulation Exception
CASE_03,SSTL-MICRO with DragonEye (external 800 Wh EPS),PLT-017,PAY-011,BAT-021,SOL-018,Feasible: No,Failed - Simulation Exception,Battery SoC dropped below min limit (73.0%) during cycle execution,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.pointing_accuracy_deg; payload.envelope_volume_l; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,69.42,84.42,82.84262648305088,1.5773735169502456,13.422626483050113,1980000.0,551,43.48318851530034,125.59002743812202,270.8694148067309,229.52106333805153,0.0,Simulation Exception
CASE_04,The Frame with HyperScape100 (integrated 1100 Wh EPS),PLT-033,PAY-003,Integrated,Integrated,Feasible: No,Failed - Simulation Exception,Battery SoC dropped below min limit (73.0%) during cycle execution,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg,113.06,128.06,126.61455226810472,1.4454477318962244,13.554552268104104,1814400.0,504,52.12876427829699,128.72861524811304,271.2884955554773,228.74738160712212,0.43533468899521527,Simulation Exception
CASE_05,The Frame with MultiScape200 (integrated 1100 Wh EPS),PLT-033,PAY-005,Integrated,Integrated,Feasible: No,Failed - Simulation Exception,Battery SoC dropped below min limit (73.0%) during cycle execution,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg,124.11,144.11,143.0058385381358,1.1041614618651696,18.895838538134395,1386000.0,386,53.72822299651568,102.4858762900304,271.63928011839016,225.6050423286453,0.4356727272727269,Simulation Exception
CASE_06,The Frame with Raptor (integrated 1100 Wh EPS),PLT-033,PAY-012,Integrated,Integrated,Feasible: No,Failed - Simulation Exception,Battery SoC dropped below min limit (73.0%) during cycle execution,payload.envelope_volume_l; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg,171.8,191.8,189.7666221390598,2.0333778609413162,17.966622139057886,2552400.0,710,50.55517002081887,106.44259839230634,272.43164298577426,230.29020925334507,0.08432535885167454,Simulation Exception
CASE_07,MOOG Meteorite with Raptor (external 800 Wh EPS),PLT-042,PAY-012,BAT-021,SOL-018,Feasible: No,Failed - Simulation Exception,Battery SoC dropped below min limit (73.0%) during cycle execution,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.payload_volume_l; payload.envelope_volume_l; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,211.42000000000002,241.42000000000002,241.31101782973866,0.10898217026201604,29.89101782973794,136800.0,39,23.035230352303522,133.72632489461574,271.65950666558695,230.84954070760642,0.0,Simulation Exception
CASE_08,MOOG Meteorite with SAR-C (external 1200 Wh EPS),PLT-042,PAY-015,BAT-022,SOL-019,Feasible: No,Failed - Simulation Exception,Payload active power (250.0 W) exceeds platform avg payload power (150.0 W); Payload peak power (4000.0 W) exceeds platform peak payload power (2000.0 W); Payload peak power (4000.0 W) exceeds battery max continuous power (2073.6 W); Battery SoC dropped below min limit (73.0%) during cycle execution,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.payload_volume_l; payload.envelope_volume_l; payload.readout_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,336.5,366.5,365.4933489010007,1.006651098999154,28.99334890100045,1263600.0,71,54.32258064516129,131.48397989180384,272.3464845532967,221.55262822286946,0.6929824561403507,Simulation Exception
