Elapsed_s,Altitude_km,Density_kg_m3,Inclination_deg,Eccentricity,RAAN_deg
0.0,260.0000672843646,5.7020971213547505e-11,96.7,9.99999993922529e-09,11.500000000000002
3600.0,268.69388894293814,4.4963152833031994e-11,96.70707726642041,0.0011390969860093157,11.538547166228987
7200.0,267.7140657112809,3.645046527689756e-11,96.70852670903538,0.0010185189146387059,11.588816811574953
10800.0,259.7779760891804,5.819932272375334e-11,96.70172900882663,8.220870726024719e-05,11.625226355121384
14400.0,269.37924478446854,4.443776969960408e-11,96.71162105113426,0.0012868782319038234,11.664348939631
18000.0,266.17552508083713,3.901707144629045e-11,96.71119339500393,0.0008334570172257368,11.71532005773182
21600.0,259.77003168230465,5.914007147600055e-11,96.70525796177414,0.00018195396883672937,11.752557101100752
25200.0,269.98868923574776,4.454436621770475e-11,96.71409985320743,0.0014178751399517384,11.792029447606609
28800.0,264.61364764401134,4.200091729989004e-11,96.7109491343231,0.0006494344538279398,11.842186862136847
32400.0,259.9109866807953,5.975221624757636e-11,96.70520195369947,0.00028689496691403814,11.878338071175085
36000.0,270.4695873702325,4.5173093922290705e-11,96.711482296667,0.0015141349194956145,11.917557215897874
39600.0,263.49488904250694,4.397099896222839e-11,96.70898674857628,0.0005397575645692926,11.96817139186032
43200.0,259.8813509838935,6.018722509593211e-11,96.70164085213447,0.00036291561734344677,12.005286341787109
46800.0,271.25905402152426,4.5356889994746137e-11,96.71079456579648,0.0016556400928785964,12.047090817216985
50400.0,262.19410877274953,4.5311154581916375e-11,96.7068401247634,0.00042079068252778525,12.097252235515382
54000.0,259.7080311695385,6.04992465238467e-11,96.70350223002721,0.00044321756748536283,12.132146597513604
57600.0,271.6059256433517,4.595054950735186e-11,96.71374308814165,0.0017521405266387583,12.173540297163632
61200.0,260.81754541826183,4.681484101618774e-11,96.70952696550873,0.000279102431861159,12.222616693755006
64800.0,260.03748778176765,5.96297219283793e-11,96.70684915141702,0.0005354613194153532,12.256626658187592
68400.0,271.7912253873793,4.661264031199227e-11,96.7156431662883,0.0018339656808137584,12.299042293558179
72000.0,259.3012827487341,4.94457982119239e-11,96.7108540494402,0.00016111964055967072,12.347793261676909
75600.0,260.61243257300373,5.8054913442848274e-11,96.7069296361607,0.0006589983938641937,12.381399388298025
79200.0,272.1330095363038,4.71223110884775e-11,96.71441797352249,0.001944952581430693,12.426022482147046
82800.0,257.76072455883167,5.3572137429790007e-11,96.70598212151904,0.0002046151528816974,12.4742830969908
86400.0,261.193737873322,5.641781837302158e-11,96.70323416289236,0.0007863253814050999,12.506073291539964
90000.0,272.2440491851676,4.792011778881218e-11,96.71128523871626,0.0020079694952680346,12.551727581683506
93600.0,256.5208045341023,5.818133021125099e-11,96.70632196821543,0.00030859671637212244,12.598838669222484
97200.0,261.5762252648127,5.526456112454977e-11,96.7061568143659,0.0008904764751946209,12.631668522866752
100800.0,272.38039558886226,4.8660701093837515e-11,96.71546980741286,0.002085827319578232,12.678132414767713
104400.0,254.94136620579556,6.284291407475823e-11,96.70904850187269,0.0004853804497720026,12.724872745426255
108000.0,262.0899388135643,5.4239519363399014e-11,96.70991109241686,0.001023896529905609,12.759203682696384
111600.0,272.41319301450227,4.9426648518058333e-11,96.7177251670286,0.0021514772855199815,12.806601443689889
115200.0,253.4374311181816,6.6072115435064e-11,96.70920613241478,0.0006621244457527848,12.851388624055739
118800.0,262.7710744288811,5.3136190111712294e-11,96.7097174876477,0.001167869751905625,12.885297786353238
122400.0,272.2415708451114,5.0243035810352844e-11,96.71480742792315,0.0021842317300790138,12.9325812545975
126000.0,252.42961548258228,6.768678148667016e-11,96.70647123945207,0.000749239138328128,12.977439750470053
129600.0,263.28411932159156,5.20441688955869e-11,96.70718599444818,0.0012710181795207841,13.012737945272432
133200.0,272.06360927430484,5.058460170676177e-11,96.71343224897528,0.0022015025133823463,13.062200810424805
