Elapsed_s,Generated_W,Consumed_W,Net_W,Illumination
1515600.0,38.25,30.775,7.475000000000001,1.0
1519200.0,38.25,30.775,7.475000000000001,1.0
1522800.0,38.25,30.775,7.475000000000001,1.0
1526400.0,38.25,30.775,7.475000000000001,1.0
1530000.0,38.25,30.775,7.475000000000001,1.0
1533600.0,38.25,30.775,7.475000000000001,1.0
1537200.0,38.25,30.775,7.475000000000001,1.0
1540800.0,38.25,30.775,7.475000000000001,1.0
1544400.0,38.25,30.775,7.475000000000001,1.0
1548000.0,38.25,30.775,7.475000000000001,1.0
1551600.0,38.25,30.775,7.475000000000001,1.0
1555200.0,38.25,30.775,7.475000000000001,1.0
1558800.0,38.25,30.775,7.475000000000001,1.0
1562400.0,38.25,30.775,7.475000000000001,1.0
1566000.0,38.25,30.775,7.475000000000001,1.0
1569600.0,38.25,30.775,7.475000000000001,1.0
1573200.0,38.25,30.775,7.475000000000001,1.0
1576800.0,38.25,30.775,7.475000000000001,1.0
1580400.0,38.25,30.775,7.475000000000001,1.0
1584000.0,38.25,30.775,7.475000000000001,1.0
1587600.0,38.25,30.775,7.475000000000001,1.0
1591200.0,38.25,30.775,7.475000000000001,1.0
1594800.0,38.25,30.775,7.475000000000001,1.0
1598400.0,38.25,30.775,7.475000000000001,1.0
1602000.0,38.25,30.775,7.475000000000001,1.0
1605600.0,38.25,30.775,7.475000000000001,1.0
1609200.0,38.25,30.775,7.475000000000001,1.0
1612800.0,38.25,30.775,7.475000000000001,1.0
1616400.0,38.25,30.775,7.475000000000001,1.0
1620000.0,38.25,30.775,7.475000000000001,1.0
1623600.0,38.25,30.775,7.475000000000001,1.0
1627200.0,38.25,30.775,7.475000000000001,1.0
1630800.0,38.25,30.775,7.475000000000001,1.0
1634400.0,38.25,30.775,7.475000000000001,1.0
1638000.0,38.25,30.775,7.475000000000001,1.0
1641600.0,38.25,30.775,7.475000000000001,1.0
1645200.0,38.25,30.775,7.475000000000001,1.0
1648800.0,38.25,30.775,7.475000000000001,1.0
1652400.0,38.25,30.775,7.475000000000001,1.0
1656000.0,38.25,30.775,7.475000000000001,1.0
1659600.0,38.25,30.775,7.475000000000001,1.0
1663200.0,38.25,30.775,7.475000000000001,1.0
1666800.0,38.25,30.775,7.475000000000001,1.0
1670400.0,38.25,30.775,7.475000000000001,1.0
1674000.0,38.25,30.775,7.475000000000001,1.0
1677600.0,38.25,30.775,7.475000000000001,1.0
1681200.0,38.25,30.775,7.475000000000001,1.0
1684800.0,38.25,30.775,7.475000000000001,1.0
1688400.0,38.25,30.775,7.475000000000001,1.0
1692000.0,38.25,30.775,7.475000000000001,1.0
1695600.0,38.25,30.775,7.475000000000001,1.0
1699200.0,38.25,30.775,7.475000000000001,1.0
1702800.0,38.25,30.775,7.475000000000001,1.0
1706400.0,38.25,30.775,7.475000000000001,1.0
1710000.0,38.25,30.775,7.475000000000001,1.0
1713600.0,38.25,30.775,7.475000000000001,1.0
1717200.0,38.25,30.775,7.475000000000001,1.0
1720800.0,38.25,30.775,7.475000000000001,1.0
1724400.0,38.25,30.775,7.475000000000001,1.0
1728000.0,38.25,30.775,7.475000000000001,1.0
1731600.0,38.25,30.775,7.475000000000001,1.0
1735200.0,38.25,30.775,7.475000000000001,1.0
1738800.0,38.25,30.775,7.475000000000001,1.0
1742400.0,38.25,30.775,7.475000000000001,1.0
1746000.0,38.25,30.775,7.475000000000001,1.0
1749600.0,38.25,30.775,7.475000000000001,1.0
1753200.0,38.25,30.775,7.475000000000001,1.0
1756800.0,38.25,30.775,7.475000000000001,1.0
1760400.0,38.25,30.775,7.475000000000001,1.0
1764000.0,38.25,30.775,7.475000000000001,1.0
1767600.0,38.25,30.775,7.475000000000001,1.0
1771200.0,38.25,30.775,7.475000000000001,1.0
1774800.0,38.25,30.775,7.475000000000001,1.0
1778400.0,38.25,30.775,7.475000000000001,1.0
1782000.0,38.25,30.775,7.475000000000001,1.0
1785600.0,38.25,30.775,7.475000000000001,1.0
1789200.0,38.25,30.775,7.475000000000001,1.0
1792800.0,38.25,30.775,7.475000000000001,1.0
1796400.0,38.25,30.775,7.475000000000001,1.0
1800000.0,38.25,30.775,7.475000000000001,1.0
1803600.0,38.25,30.775,7.475000000000001,1.0
1807200.0,38.25,30.775,7.475000000000001,1.0
1810800.0,38.25,30.775,7.475000000000001,1.0
1814400.0,38.25,30.775,7.475000000000001,1.0
1818000.0,38.25,30.775,7.475000000000001,1.0
1821600.0,38.25,30.775,7.475000000000001,1.0
1825200.0,38.25,30.775,7.475000000000001,1.0
1828800.0,38.25,30.775,7.475000000000001,1.0
1832400.0,38.25,30.775,7.475000000000001,1.0
1836000.0,38.25,30.775,7.475000000000001,1.0
1839600.0,38.25,30.775,7.475000000000001,1.0
1843200.0,38.25,30.775,7.475000000000001,1.0
1846800.0,38.25,30.775,7.475000000000001,1.0
1850400.0,38.25,30.775,7.475000000000001,1.0
1854000.0,38.25,30.775,7.475000000000001,1.0
1857600.0,38.25,30.775,7.475000000000001,1.0
1861200.0,38.25,30.775,7.475000000000001,1.0
1864800.0,38.25,30.775,7.475000000000001,1.0
1868400.0,38.25,30.775,7.475000000000001,1.0
1872000.0,38.25,30.775,7.475000000000001,1.0
1875600.0,38.25,30.775,7.475000000000001,1.0
1879200.0,38.25,30.775,7.475000000000001,1.0
1882800.0,38.25,30.775,7.475000000000001,1.0
