Event_Midpoint_s,Duration_s
9925146.76862188,351.8738751361265
9936167.05529861,366.8852499526804
9985755.627118649,435.5424953797756
9996775.105583439,449.52282730892694
10007794.296009723,461.64627213403645
10018813.871022256,473.69495678932765
10029833.914948782,484.4737514052005
10046362.799540395,504.5604134391906
10051872.170302052,510.34299880218276
10057381.585166477,514.8756927339268
10062891.226651955,519.6604698386494
10068401.003835851,525.3182545941881
10073910.684485085,531.0919535124225
10079420.237102881,536.7438580654011
10084929.708982173,542.2392591960511
10090439.11087328,547.1467556234143
10095948.454731353,551.8586685646198
10101457.945256518,556.9431500075488
10106967.774099246,561.2734001649285
10112477.660542473,565.488155823216
10117987.381045109,570.7904009347992
10123496.880633704,576.5302867213236
10129006.252605064,581.7904355454962
10134515.55617428,587.260085258584
10140024.689169452,591.7189473503904
10145533.998929152,595.4953323016281
10151043.493855154,599.4563506996374
10156553.015256515,604.6508379349385
10162062.478990829,609.3776457384097
10167571.761405792,614.1248903799035
10173081.042945541,618.7962531823846
10178590.226255892,622.7878252529094
10184099.35817397,626.737373729862
10189608.785304809,631.2974666505181
10195118.44361988,634.3184935191218
10200628.078081023,638.3305541011903
10206137.532501047,643.0715011737368
10211646.757788349,647.7656576879704
10217155.934044879,652.505723896679
10222664.98819082,656.9681623971758
10228173.938448787,660.4911645683503
10233683.13970867,663.8278098869114
10239192.492479613,667.7381847243365
10244701.804773612,672.1430525107417
10250211.030419873,676.314294995682
10255720.138964431,680.4660967148925
10261229.17885398,684.2640048104579
10266738.1542585,687.8290719115703
10272247.160598878,691.3383282155035
10277756.500021756,695.1038231486722
10283266.010668945,697.8318621074347
10288775.402212877,701.5818926214181
10294284.589507388,705.9545721065695
10299793.597801596,709.9258269193198
10305302.541576374,714.0923911080974
10310811.363957716,717.8413194769008
10316320.189110283,720.721552546481
10321829.26414151,723.6690894822864
10327338.429431142,727.3048018736058
10332847.592407297,731.211217693437
10338356.585779166,734.8468422876349
10343865.52159656,738.6179267868622
10349374.39773588,741.8396365956746
10354883.18046523,744.909559137498
10360392.124093583,748.3150884207657
10365901.38118183,751.1331733133097
10371410.684039947,753.8042348083618
10376919.86183509,757.3410124762468
10382428.801244529,761.2620808940106
10387937.62369343,764.872171379752
10393446.40964178,768.5337882780902
10398955.018491577,771.6258613029015
10404463.7839811,774.1779851619542
10409972.75521741,776.9562682087906
10415481.772832638,780.3935435677441
10420990.72791009,783.7801065592025
10426499.551927058,787.0661260893663
10432008.320498776,790.2713392962291
10437517.006645314,793.1453161517751
10443025.657686956,795.9229827124632
10448534.554637067,799.0598564140496
10454043.70757372,801.2976559851073
10459552.834265405,804.070384100725
10465061.78602321,807.470433818127
10470570.497916218,810.8905369729762
10476079.145605782,814.2233874807027
10481587.70197145,817.4902506981155
10487096.154281704,820.0044620264557
10492604.840946045,822.3548528567537
10498113.63836407,825.0900601332789
10503622.448531924,828.3970904013361
10509131.168286627,831.3362020503096
10514639.784157258,834.41123690515
10520148.36527443,837.2330197933054
10525656.851484044,839.7795436393139
10531165.356641391,842.3587363490678
10536674.201591248,845.1321333317073
10542183.170301965,847.0037755496828
10547692.058464838,849.7779920241535
10553200.752273226,853.0287289116429
10558709.268265665,856.0764907225971
10564217.722044924,859.2344988374971
10569726.044976022,862.010141414661
10575234.372278549,864.1713308490596
10580742.938260145,866.4518606395084
10586251.574635196,869.1230701116126
10591760.189227384,872.1277918423652
10597268.6854594,874.8970361821519
10602777.080294745,877.6764376416734
10608285.428881012,880.1432871549523
10613793.721619427,882.5165839797687
10619302.129451416,885.0011627684908
10624810.840598492,887.2616334967357
10630319.641005116,889.2550815165578
10635828.287098542,891.9119691253286
10641336.72541948,894.8982574645414
10646845.023452826,897.6909543064928
10652353.277028412,900.5666936468351
10657861.373416709,902.9786932275424
10663369.597982308,904.9065124997372
10668877.993639462,906.955166908217
10674386.46412603,909.7396179140176
10679894.856394658,912.3737402634679
10685403.117110362,914.9975889252456
10690911.331081746,917.5302373390086
10696419.453566233,919.6990837618491
10701927.533828354,921.8467052858587
10707435.869497426,924.3194871525259
10712944.446065754,925.9825598094681
10718452.986063398,928.1230535419353
10723961.38877118,930.7236708259363
10729469.566886134,933.4496005200384
10734977.689237487,936.07318650816
10740485.715518234,938.6562990736022
10745993.622326542,940.6840481060216
10751501.744721834,942.4963599469252
10757010.01823004,944.5562881553191
10762518.256433295,947.1742687985038
10768026.448070211,949.537643632751
10773534.497062191,951.9263712038162
10779042.508397618,954.2116946691531
10784550.446040355,956.2504314448797
10790058.384228474,958.2218289000679
10795566.654941894,960.4649613452602
10801075.084732022,962.0190045944872
10806583.417884564,964.133500198343
10812091.575940348,966.6848482986932
10817599.536896685,969.0731404915118
10823107.455118671,971.6022313234805
10828615.263733601,973.8493855877991
10834123.035791334,975.562896307749
10839631.033282388,977.2692459383859
10845139.126796545,979.4247250265164
10850647.211045288,981.75493164773
10856155.1881974,983.9775493440536
