Elapsed_s,SMA_km,Eccentricity,Inclination_deg,RAAN_deg
0.0,6758.136999999999,9.99999993922529e-09,96.7,11.5
3600.0,6745.341056667687,0.000818170867540627,96.70586599547231,11.535627334575368
7200.0,6741.003044257195,0.0014988506685487133,96.70978014701443,11.582295077977715
10800.0,6756.67200637512,0.0004113974585394926,96.70226295975064,11.620697142436677
14400.0,6750.672767065248,0.00016900198877712794,96.70709931117135,11.653294102913543
18000.0,6738.9515890941875,0.0018859746086446413,96.71380657868863,11.69853360664003
21600.0,6752.620699134993,0.0009201381631875608,96.70772506458175,11.742512328706596
25200.0,6755.451004630979,0.0006450446017881874,96.70674297622497,11.774093604805318
28800.0,6739.9135883150975,0.001972538323887278,96.7133402196138,11.814660269308687
32400.0,6747.255294411058,0.0014851394550733682,96.70990639342428,11.861237691182852
36000.0,6758.009582603039,0.0010147979361097533,96.70263340284441,11.893993730792753
39600.0,6743.457785378554,0.0017868919231315145,96.71032403704085,11.931238976871468
43200.0,6742.321216555222,0.0018845221052084101,96.70950010882922,11.980032714910866
46800.0,6757.342664436037,0.000901532237346145,96.70164934762491,12.017665838797592
50400.0,6748.670684405546,0.0013012042042948673,96.706229450198,12.051598654077216
54000.0,6739.224736650817,0.0020415498165560248,96.71226524196729,12.096792172734474
57600.0,6754.194131386516,0.0005127061697282692,96.70605276079921,12.13833992602153
61200.0,6753.771711151577,0.0007956259653556623,96.70691285073427,12.170134314498139
64800.0,6739.052848911534,0.001851178845525979,96.71477386983346,12.211503939577408
68400.0,6749.1390848121155,0.00024963881874371253,96.71076158349759,12.256642285539053
72000.0,6757.277034811311,0.0003370326602900497,96.7062922559246,12.289172469750229
75600.0,6741.805393168675,0.0013249838398951444,96.71362510738584,12.327384357438532
79200.0,6743.836934882504,0.0009308273389424525,96.7109615815606,12.374219584830241
82800.0,6757.88697973014,0.00011791474103058193,96.7032889881762,12.409983742225224
86400.0,6746.618476156275,0.0005825950511600292,96.70737473317911,12.444309395425774
90000.0,6739.95152811573,0.0016025753676082108,96.71123851115598,12.490205557806071
93600.0,6755.5306935451335,0.0005943577672330947,96.70361858544301,12.529611879204184
97200.0,6751.919279756124,0.00022092791536184033,96.70730519353398,12.562123042341776
100800.0,6738.723286978402,0.001939993838587282,96.7148577258209,12.606047538206615
104400.0,6750.980505666623,0.0011467194821681943,96.70963739925466,12.650606926738678
108000.0,6756.197772994897,0.0008386919151011349,96.70802710823033,12.68287357439745
111600.0,6740.49280165116,0.0019723432116450553,96.71578927803725,12.722946804004915
115200.0,6745.5407452432355,0.001704397195275589,96.71372605928676,12.770044288061115
118800.0,6758.003453869561,0.0011350570395754708,96.70602102718497,12.803317160020718
122400.0,6744.587669610938,0.0017485782402513745,96.71252939530882,12.838689584615246
126000.0,6741.016859844702,0.002048848114268056,96.71276932464974,12.886921342137963
129600.0,6756.520242330717,0.0009322701897472194,96.70462443585451,12.926153369754498
133200.0,6749.935700411685,0.0012690257623875483,96.7070869126952,12.95975859008365
136800.0,6738.682125533862,0.0021015892364583135,96.71388144073113,13.00471100788193
140400.0,6752.667602152993,0.00043526191255403987,96.70766079300591,13.047544153122812
144000.0,6754.705891025429,0.0007549316939096503,96.70765809890487,13.07948329071415
147600.0,6739.32756043931,0.0017852312004661233,96.7162461795603,13.119757673683921
151200.0,6747.412744392039,0.00033837287966225296,96.71293683785127,13.165488310758272
