case_name,case_title,platform_id,payload_id,battery_id,solar_array_id,feasibility_status,mission_feasibility_status,failed_checks,missing_parameters,total_dry_mass_kg,initial_wet_mass_kg,final_spacecraft_mass_kg,propellant_consumed_kg,remaining_propellant_kg,total_thruster_operating_time_s,total_thruster_cycles,simulated_thruster_duty_cycle_pct,minimum_altitude_km,maximum_altitude_km,mean_altitude_km,minimum_battery_soc,termination_reason
CASE_01,16U CubeSat with HyperScape100,PLT-007,PAY-003,BAT-017,SOL-015,Feasible: No,Failed - Simulation Exception,Battery SoC dropped below min limit (70.0%) during cycle execution,platform.peak_payload_power_w; platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.pointing_accuracy_deg; payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.voltage_v; battery.max_discharge_power_w; battery.max_continuous_power_w; battery.max_charge_power_w,18.245,23.245,23.243067906122782,0.0019320938772213378,4.998067906122779,7200.0,2,33.582727661393754,132.71759568511885,405.4967270766471,342.52906723715546,0.0,Simulation Exception
CASE_02,SSTL-MICRO with MultiScape200 (external 400 Wh EPS),PLT-017,PAY-005,BAT-020,SOL-017,Feasible: No,Failed - Battery SoC dropped below min limit (73.0%) during cycle execution,Battery SoC dropped below min limit (73.0%) during cycle execution,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.pointing_accuracy_deg; payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,56.42,66.42,64.40579213297809,2.0142078670031642,7.985792132995573,7506000.0,413,7.048885591164636,318.9591160155704,407.06491266280676,351.1155389186915,0.16789473684210462,End of Simulation
CASE_03,SSTL-MICRO with DragonEye (external 800 Wh EPS),PLT-017,PAY-011,BAT-021,SOL-018,Feasible,Success,None,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.pointing_accuracy_deg; payload.envelope_volume_l; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,69.42,84.42,81.56436524944182,2.8556347505331696,12.144365249465167,10641600.0,29,8.435832310721727,318.54063918128065,406.4395638668217,351.6694956072921,0.7375,End of Simulation
CASE_04,The Frame with HyperScape100 (integrated 1100 Wh EPS),PLT-033,PAY-003,Integrated,Integrated,Feasible,Success,None,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg,113.06,128.06,124.24411459245664,3.815885407512303,11.184114592485592,14220000.0,27,11.272509346194457,318.6147174907056,407.21869959762773,350.2545266867521,0.8126555023923445,End of Simulation
CASE_05,The Frame with MultiScape200 (integrated 1100 Wh EPS),PLT-033,PAY-005,Integrated,Integrated,Feasible,Success,None,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg,124.11,144.11,140.3965155680814,3.7134844320195586,16.286515567978384,13838400.0,22,10.970006563739618,318.8909017204932,407.8634676095873,351.3436324374252,0.8127272727272727,End of Simulation
CASE_06,The Frame with Raptor (integrated 1100 Wh EPS),PLT-033,PAY-012,Integrated,Integrated,Feasible,Success,None,payload.envelope_volume_l; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg,171.8,191.8,188.14061419664392,3.659385803457354,16.340614196540614,13636800.0,17,10.810193773008761,318.97979567114044,409.20266144022924,351.5232087249968,0.8090909090909091,End of Simulation
CASE_07,MOOG Meteorite with Raptor (external 800 Wh EPS),PLT-042,PAY-012,BAT-021,SOL-018,Feasible,Success,None,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.payload_volume_l; payload.envelope_volume_l; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,211.42000000000002,241.42000000000002,235.12813628898988,6.291863711170726,23.708136288824978,23446800.0,21,18.5867983219657,318.6558582108414,407.90252458560354,350.2736309684489,0.7375,End of Simulation
CASE_08,MOOG Meteorite with SAR-C (external 1200 Wh EPS),PLT-042,PAY-015,BAT-022,SOL-019,Feasible: No,Failed - Payload active power (250.0 W) exceeds platform avg payload power (150.0 W); Payload peak power (4000.0 W) exceeds platform peak payload power (2000.0 W); Payload peak power (4000.0 W) exceeds battery max continuous power (2073.6 W),Payload active power (250.0 W) exceeds platform avg payload power (150.0 W); Payload peak power (4000.0 W) exceeds platform peak payload power (2000.0 W); Payload peak power (4000.0 W) exceeds battery max continuous power (2073.6 W),platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.payload_volume_l; payload.envelope_volume_l; payload.readout_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,336.5,366.5,359.16287350093523,7.337126498747129,22.662873501247613,27342000.0,15,21.674609742872637,318.8377752155557,408.7864994979218,351.0564758917902,0.8070175438596491,End of Simulation
