case_name,case_title,platform_id,payload_id,battery_id,solar_array_id,feasibility_status,mission_feasibility_status,failed_checks,missing_parameters,total_dry_mass_kg,initial_wet_mass_kg,final_spacecraft_mass_kg,propellant_consumed_kg,remaining_propellant_kg,total_thruster_operating_time_s,total_thruster_cycles,simulated_thruster_duty_cycle_pct,minimum_altitude_km,maximum_altitude_km,mean_altitude_km,minimum_battery_soc,termination_reason
CASE_01,16U CubeSat with HyperScape100,PLT-007,PAY-003,BAT-017,SOL-015,Feasible: No,Failed - Simulation Exception,Battery SoC dropped below min limit (70.0%) during cycle execution,platform.peak_payload_power_w; platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.pointing_accuracy_deg; payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.voltage_v; battery.max_discharge_power_w; battery.max_continuous_power_w; battery.max_charge_power_w,16.885,21.885,21.857133936942777,0.027866063056469312,4.972133936943395,1803600.0,500,35.70573612006261,137.39561648429458,408.6287397801703,342.95481009987077,0.0,Simulation Exception
CASE_02,SSTL-MICRO with MultiScape200 (external 400 Wh EPS),PLT-017,PAY-005,BAT-020,SOL-017,Feasible: No,Failed - Simulation Exception,Battery SoC dropped below min limit (73.0%) during cycle execution,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.pointing_accuracy_deg; payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,55.06,65.06,64.31195472631731,0.7480452735459945,9.251954726450544,48416400.0,4,41.94162040790869,122.01324064920682,410.1847748666746,346.9363595058764,0.725,Simulation Exception
CASE_03,SSTL-MICRO with DragonEye (external 800 Wh EPS),PLT-017,PAY-011,BAT-021,SOL-018,Feasible: No,Failed - Simulation Exception,None,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.pointing_accuracy_deg; payload.envelope_volume_l; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,68.06,83.06,82.38103586469265,0.6789641351903758,14.321035864806438,43945200.0,3,45.13588463671658,90.26682087604814,409.7138559785781,347.5393681358464,0.8625,Simulation Exception
CASE_04,The Frame with HyperScape100 (integrated 1100 Wh EPS),PLT-033,PAY-003,Integrated,Integrated,Feasible: No,Failed - Simulation Exception,None,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg,111.7,126.7,125.9626895570052,0.7373104428675449,14.262689557129036,47721600.0,2,51.47961165048544,121.45229571190079,410.3433694784432,346.0929249197823,0.9035645933014355,Simulation Exception
CASE_05,The Frame with MultiScape200 (integrated 1100 Wh EPS),PLT-033,PAY-005,Integrated,Integrated,Feasible: No,Failed - Simulation Exception,None,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg,122.75,142.75,141.92402986733242,0.8259701325123566,19.17402986751025,53460000.0,2,52.60174984945627,120.91246827113908,410.14770493398646,347.97128694275347,0.9036363636363637,Simulation Exception
CASE_06,The Frame with Raptor (integrated 1100 Wh EPS),PLT-033,PAY-012,Integrated,Integrated,Feasible: No,Failed - Simulation Exception,None,payload.envelope_volume_l; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg,170.44,190.44,189.79073741694037,0.6492625829505204,19.350737417067148,42022800.0,1,43.860374239122265,105.21225136798263,411.0256800164465,345.1296556723012,0.9,Simulation Exception
CASE_07,MOOG Meteorite with Raptor (external 800 Wh EPS),PLT-042,PAY-012,BAT-021,SOL-018,Feasible: No,Failed - Simulation Exception,None,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.payload_volume_l; payload.envelope_volume_l; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,210.06,240.06,239.68683948687126,0.3731605130655495,29.62683948694453,24152400.0,1,37.16279842685426,106.80761691478786,410.24210111512286,343.6128094168877,0.8625,Simulation Exception
CASE_08,MOOG Meteorite with SAR-C (external 1200 Wh EPS),PLT-042,PAY-015,BAT-022,SOL-019,Feasible: No,Failed - Simulation Exception,Payload active power (250.0 W) exceeds platform avg payload power (150.0 W); Payload peak power (4000.0 W) exceeds platform peak payload power (2000.0 W); Payload peak power (4000.0 W) exceeds battery max continuous power (2073.6 W),platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.payload_volume_l; payload.envelope_volume_l; payload.readout_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w,335.14,365.14,364.7988771162649,0.34112288368326554,29.65887711632595,22078800.0,1,29.32485416467438,120.92016680282399,411.002678811974,347.4208740371965,0.7807017543859649,Simulation Exception
