Elapsed_s,SMA_km,Eccentricity,Inclination_deg,RAAN_deg
0.0,6638.136999999997,9.999999717180685e-09,96.74,11.080000000000002
3600.0,6623.051105558713,0.0011469359233172948,96.7480280306154,11.118331062748751
7200.0,6623.846717861968,0.0009986346782443454,96.74754768400786,11.169926042068047
10800.0,6637.842140549002,9.566711616768901e-05,96.74146157478633,11.207289592574785
14400.0,6621.99329661913,0.0012742820794019898,96.75125560759024,11.245328681420654
18000.0,6624.65779614703,0.0008454944231759303,96.75036436205819,11.295984157320174
21600.0,6637.518711901389,0.0001655824556626638,96.7447320281387,11.332295911836175
25200.0,6621.008687386714,0.0013818536159299843,96.75332215130574,11.371201410004248
28800.0,6625.499499099672,0.0006752358481959894,96.75181931303163,11.421885101543248
32400.0,6637.149534612172,0.000258936385483406,96.74466762390179,11.457621389372248
36000.0,6620.105467550615,0.0015096206316801437,96.75226782630939,11.498745381331373
39600.0,6626.2335290389565,0.00051677152253637,96.74711067292043,11.549067939263939
43200.0,6636.411781055999,0.00037124084179037217,96.74100720899675,11.582732288124108
46800.0,6619.308921098667,0.0016156001509425864,96.74950304101387,11.62491769843092
50400.0,6627.090809918824,0.0003735191046161525,96.74750319814557,11.67449148065108
54000.0,6635.816438541683,0.00046607299435063524,96.74343895493446,11.708671551828242
57600.0,6618.482232094596,0.0017455075500707915,96.7539291109773,11.751607799733714
61200.0,6627.930215229038,0.0001997856930117524,96.75013059129961,11.801449132756721
64800.0,6635.06921180233,0.0005900552983648908,96.74716528544668,11.836696872936724
68400.0,6617.864274514968,0.0018599162504751717,96.7564052492329,11.880321321269058
72000.0,6628.827463411531,0.00013159215238611394,96.75007533582355,11.928777600357858
75600.0,6634.09031757658,0.0007272579518970574,96.74712385089668,11.963259236434592
79200.0,6617.426694217696,0.0019374711288800885,96.75372488957282,12.00674350276172
82800.0,6629.641434036058,0.00020681877095251735,96.74778382462046,12.055447580043516
86400.0,6633.175396413223,0.0008191444169814888,96.7440675676912,12.09095019093814
90000.0,6617.044016519293,0.002026709705459639,96.75275686643879,12.136952002921651
93600.0,6630.482161746668,0.00033917484523167635,96.74595622647605,12.18470726078427
97200.0,6632.058459031206,0.0008977286737283086,96.74625431543426,12.218793544146997
100800.0,6616.690415102752,0.00207840579260429,96.75547991281728,12.264098445844745
104400.0,6631.358309803725,0.0004784777729984746,96.74869832320299,12.31059305241357
108000.0,6630.9426555144155,0.001015180665286326,96.74971518282287,12.34406326767585
111600.0,6616.465767914518,0.002126995115677114,96.75723916943734,12.390267793403858
115200.0,6632.083521330311,0.0006240405862386738,96.75008270339984,12.43626369582605
118800.0,6629.804542295564,0.0011626912391623937,96.75000282233862,12.46958148657297
122400.0,6616.425603429518,0.0022021037893806164,96.75593225843764,12.517743476572255
126000.0,6632.698852566785,0.0007632866053224632,96.74548370852534,12.563133611748349
129600.0,6628.463558435044,0.0013075984284410967,96.7465230648075,12.59520217966168
133200.0,6616.606647598438,0.0022124945040469727,96.752480994694,12.644107416929764
136800.0,6633.286886255918,0.0008707479865326172,96.7457178738856,12.688175085231679
140400.0,6627.24739888853,0.0014075504386153145,96.74968879424087,12.72176012041352
144000.0,6616.812766403612,0.002234062020961346,96.7563796239811,12.771345446835292
147600.0,6633.82835001973,0.00100838366611191,96.74880591000816,12.814561113342066
151200.0,6625.925381478698,0.001525380509707001,96.75348886631623,12.850050796996262
154800.0,6617.107087731874,0.002250802085830201,96.75848972348706,12.900580506531778
158400.0,6634.26591612063,0.001134997051835544,96.74939859010988,12.941568767663364
162000.0,6624.495837467444,0.0016566251199904504,96.75309618649835,12.976848493767802
